method,n,seed,instance,status,objective,gap_%,time_s,n_items,n_truck,n_drone,n_rendv,profit,rental,arrival,W_final,W_capacity,W_actual,evals,time_to_best_s,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,truck_route_node_ids,drone_arc_node_ids,W_sequence
VNS,15,4,bench_15_1,ok,-36385.6115,-0.0002,120.0001,11,6,5,7,9094.0,45479.6115,625.5793,11051.0,34126.0,15068.0,6685253,4.1533,"[9, 6, 10, 4, 3, 2, 8, 7, 13, 5, 15]","[9, 6, 10, 4, 3, 2]","[8, 7, 13, 5, 15]","[16, 12, 9, 6, 4, 2, 1]","[1, 16, 12, 9, 6, 10, 4, 3, 2, 1]","[(1, 11), (11, 16), (16, 14), (14, 12), (12, 8), (8, 9), (9, 7), (7, 6), (6, 13), (13, 4), (4, 5), (5, 2), (2, 15), (15, 1)]","[(1, 0.0), (16, 0.0), (12, 0.0), (9, 0.0), (6, 2018.0), (10, 4021.0), (4, 5026.0), (3, 7039.0), (2, 8040.0), (1, 10049.0)]"
VNS,15,8,bench_15_1,ok,-36385.6115,-0.0002,120.0011,11,6,5,7,9094.0,45479.6115,625.5793,11051.0,34126.0,15068.0,6664908,3.998,"[9, 6, 10, 4, 3, 2, 8, 7, 13, 5, 15]","[9, 6, 10, 4, 3, 2]","[8, 7, 13, 5, 15]","[16, 12, 9, 6, 4, 2, 1]","[1, 16, 12, 9, 6, 10, 4, 3, 2, 1]","[(1, 11), (11, 16), (16, 14), (14, 12), (12, 8), (8, 9), (9, 7), (7, 6), (6, 13), (13, 4), (4, 5), (5, 2), (2, 15), (15, 1)]","[(1, 0.0), (16, 0.0), (12, 0.0), (9, 0.0), (6, 2018.0), (10, 4021.0), (4, 5026.0), (3, 7039.0), (2, 8040.0), (1, 10049.0)]"
VNS,15,0,bench_15_2,ok,-40177.5021,10.4212,120.0015,12,7,5,6,9688.0,49865.5021,685.9079,12059.0,34126.0,15070.0,8450188,2.6138,"[7, 4, 3, 9, 2, 15, 16, 6, 5, 11, 13, 14]","[7, 4, 3, 9, 2, 15, 16]","[6, 5, 11, 13, 14]","[10, 7, 4, 2, 15, 1]","[1, 10, 8, 7, 4, 3, 9, 2, 15, 16, 1]","[(1, 12), (12, 10), (10, 6), (6, 7), (7, 5), (5, 4), (4, 11), (11, 2), (2, 13), (13, 15), (15, 14), (14, 1)]","[(1, 0.0), (10, 0.0), (8, 0.0), (7, 0.0), (4, 2005.0), (3, 4019.0), (9, 5027.0), (2, 6029.0), (15, 8043.0), (16, 10053.0), (1, 11053.0)]"
VNS,15,4,bench_15_2,ok,-40177.5021,10.4212,120.0024,12,7,5,6,9688.0,49865.5021,685.9079,12059.0,34126.0,15070.0,8646184,12.5649,"[7, 4, 3, 9, 2, 15, 16, 6, 5, 11, 13, 14]","[7, 4, 3, 9, 2, 15, 16]","[6, 5, 11, 13, 14]","[10, 7, 4, 2, 15, 1]","[1, 10, 8, 7, 4, 3, 9, 2, 15, 16, 1]","[(1, 12), (12, 10), (10, 6), (6, 7), (7, 5), (5, 4), (4, 11), (11, 2), (2, 13), (13, 15), (15, 14), (14, 1)]","[(1, 0.0), (10, 0.0), (8, 0.0), (7, 0.0), (4, 2005.0), (3, 4019.0), (9, 5027.0), (2, 6029.0), (15, 8043.0), (16, 10053.0), (1, 11053.0)]"
VNS,15,8,bench_15_2,ok,-40177.5021,10.4212,120.0001,12,7,5,6,9688.0,49865.5021,685.9079,12059.0,34126.0,15070.0,8678384,3.3518,"[7, 4, 3, 9, 2, 15, 16, 6, 5, 11, 13, 14]","[7, 4, 3, 9, 2, 15, 16]","[6, 5, 11, 13, 14]","[10, 7, 4, 2, 15, 1]","[1, 10, 8, 7, 4, 3, 9, 2, 15, 16, 1]","[(1, 12), (12, 10), (10, 6), (6, 7), (7, 5), (5, 4), (4, 11), (11, 2), (2, 13), (13, 15), (15, 14), (14, 1)]","[(1, 0.0), (10, 0.0), (8, 0.0), (7, 0.0), (4, 2005.0), (3, 4019.0), (9, 5027.0), (2, 6029.0), (15, 8043.0), (16, 10053.0), (1, 11053.0)]"
VNS,15,0,bench_15_3,ok,-36689.4522,0.8349,120.0001,11,7,4,5,9182.0,45871.4522,630.9691,11056.0,34126.0,15084.0,9144561,68.4192,"[8, 10, 11, 14, 13, 12, 16, 3, 5, 6, 2]","[8, 10, 11, 14, 13, 12, 16]","[3, 5, 6, 2]","[8, 7, 10, 13, 1]","[1, 15, 9, 8, 7, 10, 11, 14, 13, 12, 16, 1]","[(1, 4), (4, 8), (8, 3), (3, 7), (7, 5), (5, 10), (10, 6), (6, 13), (13, 2), (2, 1)]","[(1, 0.0), (15, 0.0), (9, 0.0), (8, 0.0), (7, 1006.0), (10, 2014.0), (11, 4026.0), (14, 5029.0), (13, 6037.0), (12, 8054.0), (16, 9054.0), (1, 10054.0)]"
VNS,15,4,bench_15_3,ok,-36689.4522,0.8349,120.0001,11,7,4,5,9182.0,45871.4522,630.9691,11056.0,34126.0,15084.0,10015828,1.2876,"[8, 10, 11, 14, 13, 12, 16, 3, 5, 6, 2]","[8, 10, 11, 14, 13, 12, 16]","[3, 5, 6, 2]","[8, 7, 10, 13, 1]","[1, 15, 9, 8, 7, 10, 11, 14, 13, 12, 16, 1]","[(1, 4), (4, 8), (8, 3), (3, 7), (7, 5), (5, 10), (10, 6), (6, 13), (13, 2), (2, 1)]","[(1, 0.0), (15, 0.0), (9, 0.0), (8, 0.0), (7, 1006.0), (10, 2014.0), (11, 4026.0), (14, 5029.0), (13, 6037.0), (12, 8054.0), (16, 9054.0), (1, 10054.0)]"
VNS,15,8,bench_15_3,ok,-36689.4522,0.8349,120.0001,11,7,4,5,9182.0,45871.4522,630.9691,11056.0,34126.0,15084.0,10045848,1.4455,"[8, 10, 11, 14, 13, 12, 16, 3, 5, 6, 2]","[8, 10, 11, 14, 13, 12, 16]","[3, 5, 6, 2]","[8, 7, 10, 13, 1]","[1, 15, 9, 8, 7, 10, 11, 14, 13, 12, 16, 1]","[(1, 4), (4, 8), (8, 3), (3, 7), (7, 5), (5, 10), (10, 6), (6, 13), (13, 2), (2, 1)]","[(1, 0.0), (15, 0.0), (9, 0.0), (8, 0.0), (7, 1006.0), (10, 2014.0), (11, 4026.0), (14, 5029.0), (13, 6037.0), (12, 8054.0), (16, 9054.0), (1, 10054.0)]"
VNS,15,0,bench_15_4,ok,-35495.4306,-2.4467,120.0024,12,7,5,6,10833.0,46328.4306,637.2549,12056.0,34126.0,15068.0,8423824,7.1073,"[3, 9, 11, 10, 12, 13, 14, 5, 8, 7, 15, 16]","[3, 9, 11, 10, 12, 13, 14]","[5, 8, 7, 15, 16]","[3, 4, 11, 12, 14, 1]","[1, 2, 3, 4, 9, 11, 10, 12, 13, 14, 1]","[(1, 6), (6, 3), (3, 5), (5, 4), (4, 8), (8, 11), (11, 7), (7, 12), (12, 15), (15, 14), (14, 16), (16, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (4, 1003.0), (9, 2012.0), (11, 3015.0), (10, 5022.0), (12, 6029.0), (13, 8036.0), (14, 9040.0), (1, 11049.0)]"
VNS,15,4,bench_15_4,ok,-34558.1341,-5.0227,120.0012,14,8,6,7,12484.0,47042.1341,647.072,14061.0,34126.0,15068.0,7236217,8.6233,"[2, 3, 4, 9, 11, 10, 15, 16, 5, 7, 8, 12, 13, 14]","[2, 3, 4, 9, 11, 10, 15, 16]","[5, 7, 8, 12, 13, 14]","[3, 4, 11, 10, 15, 16, 1]","[1, 2, 3, 4, 9, 11, 10, 15, 16, 1]","[(1, 6), (6, 3), (3, 5), (5, 4), (4, 7), (7, 11), (11, 8), (8, 10), (10, 12), (12, 15), (15, 13), (13, 16), (16, 14), (14, 1)]","[(1, 0.0), (2, 0.0), (3, 1005.0), (4, 2008.0), (9, 4017.0), (11, 5020.0), (10, 7021.0), (15, 9034.0), (16, 11043.0), (1, 13054.0)]"
VNS,15,8,bench_15_4,ok,-35143.3111,-3.4144,120.0023,13,7,6,7,11507.0,46650.3111,641.6824,13059.0,34126.0,15068.0,8351722,116.7411,"[10, 11, 9, 4, 3, 2, 16, 13, 8, 6, 5, 7, 14]","[10, 11, 9, 4, 3, 2, 16]","[13, 8, 6, 5, 7, 14]","[15, 10, 9, 4, 3, 16, 1]","[1, 15, 10, 11, 9, 4, 3, 2, 16, 1]","[(1, 13), (13, 15), (15, 12), (12, 10), (10, 8), (8, 9), (9, 6), (6, 4), (4, 5), (5, 3), (3, 7), (7, 16), (16, 14), (14, 1)]","[(1, 0.0), (15, 0.0), (10, 1004.0), (11, 2011.0), (9, 3012.0), (4, 5021.0), (3, 7028.0), (2, 9040.0), (16, 10045.0), (1, 12052.0)]"
VNS,15,0,bench_15_5,ok,-36057.6577,-0.9015,120.0005,12,8,4,5,10143.0,46200.6577,635.4974,12055.0,34126.0,15075.0,9860624,101.4274,"[15, 2, 7, 10, 12, 13, 14, 16, 5, 3, 11, 6]","[15, 2, 7, 10, 12, 13, 14, 16]","[5, 3, 11, 6]","[7, 8, 10, 12, 1]","[1, 15, 2, 9, 7, 8, 10, 12, 13, 14, 16, 1]","[(1, 5), (5, 7), (7, 3), (3, 8), (8, 4), (4, 10), (10, 11), (11, 12), (12, 6), (6, 1)]","[(1, 0.0), (15, 0.0), (2, 1005.0), (9, 2009.0), (7, 2009.0), (8, 4023.0), (10, 5032.0), (12, 6036.0), (13, 8044.0), (14, 9046.0), (16, 10046.0), (1, 11046.0)]"
VNS,15,4,bench_15_5,ok,-33375.6962,-8.2724,120.0,11,7,4,5,9306.0,42681.6962,587.0935,11065.0,34126.0,15075.0,9995598,79.7686,"[10, 8, 7, 9, 2, 15, 16, 4, 6, 3, 5]","[10, 8, 7, 9, 2, 15, 16]","[4, 6, 3, 5]","[14, 10, 8, 9, 1]","[1, 14, 12, 11, 10, 8, 7, 9, 2, 15, 16, 1]","[(1, 13), (13, 14), (14, 4), (4, 10), (10, 6), (6, 8), (8, 3), (3, 9), (9, 5), (5, 1)]","[(1, 0.0), (14, 0.0), (12, 0.0), (11, 0.0), (10, 0.0), (8, 2011.0), (7, 4027.0), (9, 5036.0), (2, 7051.0), (15, 8055.0), (16, 9060.0), (1, 10060.0)]"
VNS,15,8,bench_15_5,ok,-33375.6962,-8.2724,120.0001,11,7,4,5,9306.0,42681.6962,587.0935,11065.0,34126.0,15075.0,10310689,45.4993,"[10, 8, 7, 9, 2, 15, 16, 4, 6, 3, 5]","[10, 8, 7, 9, 2, 15, 16]","[4, 6, 3, 5]","[14, 10, 8, 9, 1]","[1, 14, 12, 11, 10, 8, 7, 9, 2, 15, 16, 1]","[(1, 13), (13, 14), (14, 4), (4, 10), (10, 6), (6, 8), (8, 3), (3, 9), (9, 5), (5, 1)]","[(1, 0.0), (14, 0.0), (12, 0.0), (11, 0.0), (10, 0.0), (8, 2011.0), (7, 4027.0), (9, 5036.0), (2, 7051.0), (15, 8055.0), (16, 9060.0), (1, 10060.0)]"
VNS,20,2,bench_20_1,ok,-40117.5335,0.0668,300.0001,16,9,7,9,13732.0,53849.5335,740.7089,16072.0,45501.0,20094.0,3364637,76.3455,"[8, 10, 9, 16, 12, 13, 18, 17, 21, 4, 7, 15, 14, 6, 19, 20]","[8, 10, 9, 16, 12, 13, 18, 17, 21]","[4, 7, 15, 14, 6, 19, 20]","[2, 3, 8, 9, 16, 13, 17, 21, 1]","[1, 2, 3, 8, 10, 9, 16, 12, 13, 18, 17, 21, 1]","[(1, 11), (11, 2), (2, 5), (5, 3), (3, 4), (4, 8), (8, 7), (7, 9), (9, 15), (15, 16), (16, 14), (14, 13), (13, 6), (6, 17), (17, 19), (19, 21), (21, 20), (20, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (8, 0.0), (10, 2009.0), (9, 3018.0), (16, 5029.0), (12, 7036.0), (13, 8040.0), (18, 10048.0), (17, 11052.0), (21, 13058.0), (1, 15069.0)]"
VNS,20,6,bench_20_1,ok,-40117.5335,0.0668,300.0287,16,9,7,9,13732.0,53849.5335,740.7089,16072.0,45501.0,20094.0,3418603,31.3173,"[8, 10, 9, 16, 12, 13, 18, 17, 21, 4, 7, 15, 14, 6, 19, 20]","[8, 10, 9, 16, 12, 13, 18, 17, 21]","[4, 7, 15, 14, 6, 19, 20]","[2, 3, 8, 9, 16, 13, 17, 21, 1]","[1, 2, 3, 8, 10, 9, 16, 12, 13, 18, 17, 21, 1]","[(1, 11), (11, 2), (2, 5), (5, 3), (3, 4), (4, 8), (8, 7), (7, 9), (9, 15), (15, 16), (16, 14), (14, 13), (13, 6), (6, 17), (17, 19), (19, 21), (21, 20), (20, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (8, 0.0), (10, 2009.0), (9, 3018.0), (16, 5029.0), (12, 7036.0), (13, 8040.0), (18, 10048.0), (17, 11052.0), (21, 13058.0), (1, 15069.0)]"
VNS,20,2,bench_20_2,ok,-39446.9314,-1.6059,300.0219,19,11,8,9,15140.0,54586.9314,750.8519,19094.0,45501.0,20098.0,3609116,127.0592,"[16, 13, 9, 8, 12, 10, 3, 2, 20, 19, 21, 17, 14, 7, 5, 6, 4, 11, 18]","[16, 13, 9, 8, 12, 10, 3, 2, 20, 19, 21]","[17, 14, 7, 5, 6, 4, 11, 18]","[16, 13, 9, 8, 12, 10, 2, 19, 1]","[1, 16, 13, 9, 8, 12, 10, 3, 2, 20, 19, 21, 1]","[(1, 17), (17, 16), (16, 15), (15, 13), (13, 14), (14, 9), (9, 7), (7, 8), (8, 5), (5, 12), (12, 6), (6, 10), (10, 4), (4, 2), (2, 11), (11, 19), (19, 18), (18, 1)]","[(1, 0.0), (16, 0.0), (13, 2010.0), (9, 3016.0), (8, 5025.0), (12, 7030.0), (10, 9042.0), (3, 11053.0), (2, 12061.0), (20, 14073.0), (19, 15079.0), (21, 17089.0), (1, 18089.0)]"
VNS,20,6,bench_20_2,ok,-40558.27,1.1661,300.0227,14,8,6,8,11843.0,52401.27,720.7878,14066.0,45501.0,20098.0,4681936,42.8978,"[2, 8, 9, 14, 13, 16, 18, 21, 6, 7, 5, 15, 17, 11]","[2, 8, 9, 14, 13, 16, 18, 21]","[6, 7, 5, 15, 17, 11]","[19, 3, 8, 9, 13, 16, 18, 1]","[1, 19, 2, 3, 10, 12, 8, 9, 14, 13, 16, 18, 21, 1]","[(1, 20), (20, 19), (19, 4), (4, 3), (3, 6), (6, 8), (8, 7), (7, 9), (9, 5), (5, 13), (13, 15), (15, 16), (16, 17), (17, 18), (18, 11), (11, 1)]","[(1, 0.0), (19, 0.0), (2, 0.0), (3, 1004.0), (10, 1004.0), (12, 1004.0), (8, 1004.0), (9, 3017.0), (14, 5018.0), (13, 6027.0), (16, 8038.0), (18, 10046.0), (21, 12057.0), (1, 13057.0)]"
VNS,20,2,bench_20_3,ok,-38607.2996,-3.7002,300.0094,16,8,8,9,13925.0,52532.2996,722.5901,16083.0,45501.0,20106.0,3126975,46.3313,"[9, 8, 13, 14, 15, 17, 16, 21, 19, 4, 11, 6, 7, 5, 18, 20]","[9, 8, 13, 14, 15, 17, 16, 21]","[19, 4, 11, 6, 7, 5, 18, 20]","[3, 12, 10, 9, 8, 13, 17, 16, 1]","[1, 3, 12, 10, 9, 8, 13, 14, 15, 17, 16, 21, 1]","[(1, 2), (2, 3), (3, 19), (19, 12), (12, 4), (4, 10), (10, 11), (11, 9), (9, 6), (6, 8), (8, 7), (7, 13), (13, 5), (5, 17), (17, 18), (18, 16), (16, 20), (20, 1)]","[(1, 0.0), (3, 0.0), (12, 0.0), (10, 1008.0), (9, 2010.0), (8, 4019.0), (13, 6037.0), (14, 8049.0), (15, 9053.0), (17, 10056.0), (16, 12072.0), (21, 14080.0), (1, 15080.0)]"
VNS,20,6,bench_20_3,ok,-38607.2996,-3.7002,300.0001,16,8,8,9,13925.0,52532.2996,722.5901,16083.0,45501.0,20106.0,3101009,79.1641,"[9, 8, 13, 14, 15, 17, 16, 21, 19, 4, 11, 6, 7, 5, 18, 20]","[9, 8, 13, 14, 15, 17, 16, 21]","[19, 4, 11, 6, 7, 5, 18, 20]","[3, 12, 10, 9, 8, 13, 17, 16, 1]","[1, 3, 12, 10, 9, 8, 13, 14, 15, 17, 16, 21, 1]","[(1, 2), (2, 3), (3, 19), (19, 12), (12, 4), (4, 10), (10, 11), (11, 9), (9, 6), (6, 8), (8, 7), (7, 13), (13, 5), (5, 17), (17, 18), (18, 16), (16, 20), (20, 1)]","[(1, 0.0), (3, 0.0), (12, 0.0), (10, 1008.0), (9, 2010.0), (8, 4019.0), (13, 6037.0), (14, 8049.0), (15, 9053.0), (17, 10056.0), (16, 12072.0), (21, 14080.0), (1, 15080.0)]"
VNS,20,2,bench_20_4,ok,-37003.0543,-7.7018,300.0053,18,9,9,10,15946.0,52949.0543,728.3226,18080.0,45501.0,20092.0,5689765,26.5901,"[3, 5, 7, 10, 15, 14, 13, 18, 19, 16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19]","[16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[1, 2, 3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[(1, 16), (16, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (10, 9), (9, 15), (15, 11), (11, 14), (14, 20), (20, 13), (13, 12), (12, 18), (18, 17), (17, 19), (19, 21), (21, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (5, 2009.0), (7, 4018.0), (10, 5018.0), (15, 7024.0), (14, 9030.0), (13, 11040.0), (18, 13048.0), (19, 15059.0), (1, 17073.0)]"
VNS,20,6,bench_20_4,ok,-37003.0543,-7.7018,300.0135,18,9,9,10,15946.0,52949.0543,728.3226,18080.0,45501.0,20092.0,5856415,25.3629,"[3, 5, 7, 10, 15, 14, 13, 18, 19, 16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19]","[16, 4, 8, 9, 11, 20, 12, 17, 21]","[3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[1, 2, 3, 5, 7, 10, 15, 14, 13, 18, 19, 1]","[(1, 16), (16, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (10, 9), (9, 15), (15, 11), (11, 14), (14, 20), (20, 13), (13, 12), (12, 18), (18, 17), (17, 19), (19, 21), (21, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (5, 2009.0), (7, 4018.0), (10, 5018.0), (15, 7024.0), (14, 9030.0), (13, 11040.0), (18, 13048.0), (19, 15059.0), (1, 17073.0)]"
VNS,20,2,bench_20_5,ok,-37697.5954,-5.9694,300.0245,13,8,5,9,10981.0,48678.5954,669.5818,13074.0,45501.0,20090.0,3378837,291.5819,"[14, 9, 6, 10, 11, 12, 3, 20, 7, 5, 4, 2, 18]","[14, 9, 6, 10, 11, 12, 3, 20]","[7, 5, 4, 2, 18]","[17, 13, 14, 9, 6, 10, 12, 20, 1]","[1, 21, 17, 13, 14, 9, 6, 10, 11, 12, 3, 20, 1]","[(1, 19), (19, 17), (17, 16), (16, 13), (13, 15), (15, 14), (14, 8), (8, 9), (9, 7), (7, 6), (6, 5), (5, 10), (10, 4), (4, 12), (12, 2), (2, 20), (20, 18), (18, 1)]","[(1, 0.0), (21, 0.0), (17, 0.0), (13, 0.0), (14, 0.0), (9, 1004.0), (6, 2009.0), (10, 4023.0), (11, 6039.0), (12, 7046.0), (3, 9061.0), (20, 10065.0), (1, 12072.0)]"
VNS,20,6,bench_20_5,ok,-37879.2381,-5.5163,300.0335,15,8,7,10,12322.0,50201.2381,690.526,15074.0,45501.0,20090.0,4617790,6.1256,"[14, 9, 6, 11, 12, 3, 20, 21, 8, 7, 5, 10, 4, 18, 19]","[14, 9, 6, 11, 12, 3, 20, 21]","[8, 7, 5, 10, 4, 18, 19]","[17, 16, 14, 9, 6, 11, 12, 20, 21, 1]","[1, 17, 16, 14, 9, 6, 11, 12, 3, 20, 21, 1]","[(1, 2), (2, 17), (17, 13), (13, 16), (16, 15), (15, 14), (14, 8), (8, 9), (9, 7), (7, 6), (6, 5), (5, 11), (11, 10), (10, 12), (12, 4), (4, 20), (20, 18), (18, 21), (21, 19), (19, 1)]","[(1, 0.0), (17, 0.0), (16, 0.0), (14, 0.0), (9, 1004.0), (6, 3011.0), (11, 5025.0), (12, 7039.0), (3, 9054.0), (20, 10058.0), (21, 12072.0), (1, 14074.0)]"
VNS,30,0,bench_30_1,ok,-39390.2443,,450.0667,28,18,10,10,24851.0,64241.2443,883.6485,28131.0,68251.0,30140.0,6787902,201.6976,"[28, 21, 19, 13, 14, 15, 11, 10, 9, 8, 17, 7, 6, 30, 5, 4, 3, 2, 26, 24, 22, 23, 12, 16, 18, 29, 27, 31]","[28, 21, 19, 13, 14, 15, 11, 10, 9, 8, 17, 7, 6, 30, 5, 4, 3, 2]","[26, 24, 22, 23, 12, 16, 18, 29, 27, 31]","[25, 21, 19, 10, 8, 7, 5, 3, 2, 1]","[1, 28, 25, 20, 21, 19, 13, 14, 15, 11, 10, 9, 8, 17, 7, 6, 30, 5, 4, 3, 2, 1]","[(1, 26), (26, 25), (25, 24), (24, 21), (21, 22), (22, 19), (19, 23), (23, 10), (10, 12), (12, 8), (8, 16), (16, 7), (7, 18), (18, 5), (5, 29), (29, 3), (3, 27), (27, 2), (2, 31), (31, 1)]","[(1, 0.0), (28, 0.0), (25, 1006.0), (20, 2009.0), (21, 2009.0), (19, 4015.0), (13, 6023.0), (14, 7025.0), (15, 8030.0), (11, 9036.0), (10, 10038.0), (9, 12051.0), (8, 13055.0), (17, 15058.0), (7, 16064.0), (6, 18081.0), (30, 19085.0), (5, 20094.0), (4, 22109.0), (3, 23110.0), (2, 25120.0), (1, 27126.0)]"
VNS,30,4,bench_30_1,ok,-41377.1974,,450.1011,29,19,10,10,25582.0,66959.1974,921.0344,29135.0,68251.0,30140.0,7474515,147.9975,"[22, 20, 21, 19, 13, 14, 15, 11, 10, 8, 16, 17, 7, 6, 5, 30, 3, 31, 2, 26, 24, 12, 9, 23, 18, 4, 29, 28, 27]","[22, 20, 21, 19, 13, 14, 15, 11, 10, 8, 16, 17, 7, 6, 5, 30, 3, 31, 2]","[26, 24, 12, 9, 23, 18, 4, 29, 28, 27]","[21, 11, 10, 8, 17, 5, 30, 3, 2, 1]","[1, 25, 22, 20, 21, 19, 13, 14, 15, 11, 10, 8, 16, 17, 7, 6, 5, 30, 3, 31, 2, 1]","[(1, 26), (26, 21), (21, 24), (24, 11), (11, 12), (12, 10), (10, 9), (9, 8), (8, 23), (23, 17), (17, 18), (18, 5), (5, 4), (4, 30), (30, 29), (29, 3), (3, 28), (28, 2), (2, 27), (27, 1)]","[(1, 0.0), (25, 0.0), (22, 0.0), (20, 1004.0), (21, 2008.0), (19, 4013.0), (13, 5017.0), (14, 6019.0), (15, 7024.0), (11, 8030.0), (10, 10036.0), (8, 12044.0), (16, 14050.0), (17, 15059.0), (7, 17071.0), (6, 18079.0), (5, 19083.0), (30, 21098.0), (3, 23108.0), (31, 25118.0), (2, 26123.0), (1, 28135.0)]"
VNS,30,8,bench_30_1,ok,-42639.1205,,450.0001,27,18,9,10,23893.0,66532.1205,915.1598,27127.0,68251.0,30140.0,6122661,94.3351,"[21, 19, 14, 15, 11, 10, 9, 8, 16, 17, 7, 6, 30, 5, 4, 3, 31, 2, 24, 23, 13, 12, 22, 18, 26, 28, 27]","[21, 19, 14, 15, 11, 10, 9, 8, 16, 17, 7, 6, 30, 5, 4, 3, 31, 2]","[24, 23, 13, 12, 22, 18, 26, 28, 27]","[29, 21, 15, 10, 8, 17, 30, 3, 2, 1]","[1, 29, 20, 21, 19, 14, 15, 11, 10, 9, 8, 16, 17, 7, 6, 30, 5, 4, 3, 31, 2, 1]","[(1, 25), (25, 29), (29, 24), (24, 21), (21, 23), (23, 15), (15, 13), (13, 10), (10, 12), (12, 8), (8, 22), (22, 17), (17, 18), (18, 30), (30, 26), (26, 3), (3, 28), (28, 2), (2, 27), (27, 1)]","[(1, 0.0), (29, 0.0), (20, 0.0), (21, 0.0), (19, 2006.0), (14, 3010.0), (15, 4015.0), (11, 6027.0), (10, 7029.0), (9, 9038.0), (8, 10042.0), (16, 12045.0), (17, 13054.0), (7, 15064.0), (6, 16072.0), (30, 17076.0), (5, 19091.0), (4, 20100.0), (3, 21101.0), (31, 23110.0), (2, 24115.0), (1, 26127.0)]"
VNS,30,0,bench_30_2,ok,-40516.447,,450.217,25,17,8,10,21065.0,61581.447,847.0625,25113.0,68251.0,30134.0,4386783,188.4558,"[19, 20, 12, 10, 8, 9, 13, 14, 5, 15, 4, 2, 3, 30, 29, 28, 31, 25, 24, 11, 7, 6, 16, 27, 26]","[19, 20, 12, 10, 8, 9, 13, 14, 5, 15, 4, 2, 3, 30, 29, 28, 31]","[25, 24, 11, 7, 6, 16, 27, 26]","[23, 19, 18, 12, 9, 14, 15, 2, 28, 1]","[1, 23, 22, 19, 20, 18, 12, 10, 8, 9, 13, 14, 5, 15, 4, 2, 3, 30, 29, 28, 31, 1]","[(1, 25), (25, 23), (23, 24), (24, 19), (19, 21), (21, 18), (18, 17), (17, 12), (12, 11), (11, 9), (9, 7), (7, 14), (14, 6), (6, 15), (15, 16), (16, 2), (2, 27), (27, 28), (28, 26), (26, 1)]","[(1, 0.0), (23, 0.0), (22, 1006.0), (19, 1006.0), (20, 3018.0), (18, 4027.0), (12, 4027.0), (10, 5027.0), (8, 6031.0), (9, 7032.0), (13, 9041.0), (14, 10044.0), (5, 12056.0), (15, 13064.0), (4, 15071.0), (2, 16079.0), (3, 18094.0), (30, 19098.0), (29, 20099.0), (28, 21105.0), (31, 23108.0), (1, 24108.0)]"
VNS,30,4,bench_30_2,ok,-39039.2947,,450.0553,27,18,9,10,22582.0,61621.2947,847.6107,27121.0,68251.0,30134.0,4703949,441.1406,"[23, 22, 19, 20, 12, 10, 8, 9, 13, 14, 15, 4, 2, 3, 30, 29, 28, 31, 25, 24, 11, 6, 7, 5, 26, 16, 27]","[23, 22, 19, 20, 12, 10, 8, 9, 13, 14, 15, 4, 2, 3, 30, 29, 28, 31]","[25, 24, 11, 6, 7, 5, 26, 16, 27]","[23, 21, 18, 12, 9, 14, 15, 30, 28, 1]","[1, 23, 22, 21, 19, 20, 18, 12, 10, 8, 9, 13, 14, 15, 4, 2, 3, 30, 29, 28, 31, 1]","[(1, 25), (25, 23), (23, 24), (24, 21), (21, 17), (17, 18), (18, 11), (11, 12), (12, 6), (6, 9), (9, 7), (7, 14), (14, 5), (5, 15), (15, 26), (26, 30), (30, 16), (16, 28), (28, 27), (27, 1)]","[(1, 0.0), (23, 0.0), (22, 2010.0), (21, 3014.0), (19, 4020.0), (20, 5026.0), (18, 6035.0), (12, 6035.0), (10, 8038.0), (8, 9042.0), (9, 10043.0), (13, 12054.0), (14, 13057.0), (15, 15069.0), (4, 17079.0), (2, 18087.0), (3, 19093.0), (30, 20097.0), (29, 22103.0), (28, 23109.0), (31, 25119.0), (1, 26119.0)]"
