method,n,layout,frac,instance,ED,objective,time_s,seed,beam,source
VNS,10,2,f025,ttd300_n10_L2_f025,68.0,-35485.5482,120.0,2,,SA and VNS.csv
VNS,10,3,f025,ttd300_n10_L3_f025,75.0,-46605.8455,120.0,2,,SA and VNS.csv
VNS,10,4,f025,ttd300_n10_L4_f025,63.0,-39204.872,120.0001,2,,SA and VNS.csv
VNS,10,5,f025,ttd300_n10_L5_f025,70.0,-43130.5484,120.0,2,,SA and VNS.csv
VNS,10,1,f050,ttd300_n10_L1_f050,153.0,-41253.16,120.0,2,,SA and VNS.csv
VNS,10,2,f050,ttd300_n10_L2_f050,135.0,-31974.7911,120.0,2,,SA and VNS.csv
VNS,10,3,f050,ttd300_n10_L3_f050,150.0,-43655.7454,120.0,2,,SA and VNS.csv
VNS,10,4,f050,ttd300_n10_L4_f050,126.0,-36633.872,120.0,2,,SA and VNS.csv
VNS,10,5,f050,ttd300_n10_L5_f050,139.0,-38700.5448,120.0,2,,SA and VNS.csv
VNS,10,1,f075,ttd300_n10_L1_f075,230.0,-34623.121,120.0,2,,SA and VNS.csv
VNS,10,2,f075,ttd300_n10_L2_f075,202.0,-30081.8141,120.0001,2,,SA and VNS.csv
VNS,10,3,f075,ttd300_n10_L3_f075,225.0,-39634.0283,120.0,2,,SA and VNS.csv
VNS,10,4,f075,ttd300_n10_L4_f075,189.0,-23642.3451,120.0,2,,SA and VNS.csv
VNS,10,5,f075,ttd300_n10_L5_f075,208.0,-31116.3078,120.0,2,,SA and VNS.csv
VNS,10,1,f100,ttd300_n10_L1_f100,306.0,-29669.7658,120.0,2,,SA and VNS.csv
VNS,10,2,f100,ttd300_n10_L2_f100,270.0,-21359.9423,120.0,2,,SA and VNS.csv
VNS,10,3,f100,ttd300_n10_L3_f100,300.0,-27048.6463,120.0,2,,SA and VNS.csv
VNS,10,4,f100,ttd300_n10_L4_f100,252.0,-21573.3511,120.0011,2,,SA and VNS.csv
VNS,10,5,f100,ttd300_n10_L5_f100,278.0,-29298.4085,120.0,2,,SA and VNS.csv
VNS,10,1,f025,ttd300_n10_L1_f025,76.0,-45243.1965,120.0,3,,SA and VNS.csv
VNS,10,2,f025,ttd300_n10_L2_f025,68.0,-35485.5482,120.0,3,,SA and VNS.csv
VNS,10,3,f025,ttd300_n10_L3_f025,75.0,-46605.8455,120.0002,3,,SA and VNS.csv
VNS,10,4,f025,ttd300_n10_L4_f025,63.0,-39204.872,120.0,3,,SA and VNS.csv
VNS,10,5,f025,ttd300_n10_L5_f025,70.0,-43130.5484,120.0,3,,SA and VNS.csv
VNS,10,1,f050,ttd300_n10_L1_f050,153.0,-41253.16,120.0,3,,SA and VNS.csv
VNS,10,2,f050,ttd300_n10_L2_f050,135.0,-31974.7911,120.0,3,,SA and VNS.csv
VNS,10,3,f050,ttd300_n10_L3_f050,150.0,-43655.7454,120.0,3,,SA and VNS.csv
VNS,10,4,f050,ttd300_n10_L4_f050,126.0,-36633.872,120.0,3,,SA and VNS.csv
VNS,10,5,f050,ttd300_n10_L5_f050,139.0,-38700.5448,120.0,3,,SA and VNS.csv
VNS,10,1,f075,ttd300_n10_L1_f075,230.0,-35054.7293,120.0,3,,SA and VNS.csv
VNS,10,2,f075,ttd300_n10_L2_f075,202.0,-30081.8141,120.0001,3,,SA and VNS.csv
VNS,10,3,f075,ttd300_n10_L3_f075,225.0,-39634.0283,120.0,3,,SA and VNS.csv
VNS,10,4,f075,ttd300_n10_L4_f075,189.0,-23642.3451,120.0,3,,SA and VNS.csv
VNS,10,5,f075,ttd300_n10_L5_f075,208.0,-31116.3078,120.0,3,,SA and VNS.csv
VNS,10,1,f100,ttd300_n10_L1_f100,306.0,-29669.7658,120.0,3,,SA and VNS.csv
VNS,10,2,f100,ttd300_n10_L2_f100,270.0,-21359.9423,120.0004,3,,SA and VNS.csv
VNS,10,3,f100,ttd300_n10_L3_f100,300.0,-27048.6463,120.0,3,,SA and VNS.csv
VNS,10,4,f100,ttd300_n10_L4_f100,252.0,-21573.3511,120.0,3,,SA and VNS.csv
VNS,10,5,f100,ttd300_n10_L5_f100,278.0,-29298.4085,120.0,3,,SA and VNS.csv
VNS,10,1,f025,ttd300_n10_L1_f025,76.0,-45243.1965,120.0,4,,SA and VNS.csv
VNS,10,2,f025,ttd300_n10_L2_f025,68.0,-35485.5482,120.0,4,,SA and VNS.csv
VNS,10,3,f025,ttd300_n10_L3_f025,75.0,-46605.8455,120.0,4,,SA and VNS.csv
VNS,10,4,f025,ttd300_n10_L4_f025,63.0,-39204.872,120.0,4,,SA and VNS.csv
VNS,10,5,f025,ttd300_n10_L5_f025,70.0,-43130.5484,120.0,4,,SA and VNS.csv
VNS,10,1,f050,ttd300_n10_L1_f050,153.0,-41253.16,120.0,4,,SA and VNS.csv
VNS,10,2,f050,ttd300_n10_L2_f050,135.0,-31974.7911,120.0,4,,SA and VNS.csv
VNS,10,3,f050,ttd300_n10_L3_f050,150.0,-43655.7454,120.0005,4,,SA and VNS.csv
VNS,10,4,f050,ttd300_n10_L4_f050,126.0,-36633.872,120.0002,4,,SA and VNS.csv
VNS,10,5,f050,ttd300_n10_L5_f050,139.0,-38700.5448,120.0,4,,SA and VNS.csv
VNS,10,1,f075,ttd300_n10_L1_f075,230.0,-35054.7293,120.0,4,,SA and VNS.csv
VNS,10,2,f075,ttd300_n10_L2_f075,202.0,-30081.8141,120.0,4,,SA and VNS.csv
VNS,10,3,f075,ttd300_n10_L3_f075,225.0,-39634.0283,120.0,4,,SA and VNS.csv
VNS,10,4,f075,ttd300_n10_L4_f075,189.0,-23642.3451,120.0,4,,SA and VNS.csv
VNS,10,5,f075,ttd300_n10_L5_f075,208.0,-31116.3078,120.0,4,,SA and VNS.csv
VNS,10,1,f100,ttd300_n10_L1_f100,306.0,-29669.7658,120.0,4,,SA and VNS.csv
VNS,10,2,f100,ttd300_n10_L2_f100,270.0,-21359.9423,120.0,4,,SA and VNS.csv
VNS,10,3,f100,ttd300_n10_L3_f100,300.0,-27048.6463,120.0,4,,SA and VNS.csv
VNS,10,4,f100,ttd300_n10_L4_f100,252.0,-21573.3511,120.0001,4,,SA and VNS.csv
VNS,10,5,f100,ttd300_n10_L5_f100,278.0,-29298.4085,120.0001,4,,SA and VNS.csv
VNS,20,1,f025,ttd300_n20_L1_f025,96.0,-54904.7824,300.0,1,,SA and VNS.csv
VNS,20,2,f025,ttd300_n20_L2_f025,75.0,-40691.1572,300.0,1,,SA and VNS.csv
VNS,20,3,f025,ttd300_n20_L3_f025,89.0,-56881.5195,300.0007,1,,SA and VNS.csv
VNS,20,4,f025,ttd300_n20_L4_f025,82.0,-48586.3479,300.0,1,,SA and VNS.csv
VNS,20,5,f025,ttd300_n20_L5_f025,90.0,-55473.1357,300.0,1,,SA and VNS.csv
VNS,20,2,f050,ttd300_n20_L2_f050,150.0,-30008.7763,300.0,1,,SA and VNS.csv
VNS,20,3,f050,ttd300_n20_L3_f050,178.0,-41196.6673,300.0028,1,,SA and VNS.csv
VNS,20,1,f050,ttd300_n20_L1_f050,192.0,-48704.9604,300.0649,1,,SA and VNS.csv
VNS,20,4,f050,ttd300_n20_L4_f050,164.0,-35214.2866,300.0,1,,SA and VNS.csv
VNS,20,5,f050,ttd300_n20_L5_f050,180.0,-45228.9723,300.0117,1,,SA and VNS.csv
VNS,20,1,f075,ttd300_n20_L1_f075,288.0,-32908.2537,300.0001,1,,SA and VNS.csv
VNS,20,2,f075,ttd300_n20_L2_f075,224.0,-25614.4096,300.0058,1,,SA and VNS.csv
VNS,20,4,f075,ttd300_n20_L4_f075,246.0,-26449.8208,300.0019,1,,SA and VNS.csv
VNS,20,3,f075,ttd300_n20_L3_f075,268.0,-29807.7086,300.0145,1,,SA and VNS.csv
VNS,20,5,f075,ttd300_n20_L5_f075,270.0,-33232.5669,300.0543,1,,SA and VNS.csv
VNS,20,1,f100,ttd300_n20_L1_f100,384.0,-27599.1875,300.0005,1,,SA and VNS.csv
VNS,20,3,f100,ttd300_n20_L3_f100,357.0,-27853.9042,300.0,1,,SA and VNS.csv
VNS,20,2,f100,ttd300_n20_L2_f100,299.0,-23490.7981,300.0086,1,,SA and VNS.csv
VNS,20,4,f100,ttd300_n20_L4_f100,328.0,-26449.8208,300.0,1,,SA and VNS.csv
VNS,20,5,f100,ttd300_n20_L5_f100,360.0,-29565.0877,300.0074,1,,SA and VNS.csv
VNS,20,1,f025,ttd300_n20_L1_f025,96.0,-54904.7824,300.0,2,,SA and VNS.csv
VNS,20,2,f025,ttd300_n20_L2_f025,75.0,-40691.1572,300.0,2,,SA and VNS.csv
VNS,20,3,f025,ttd300_n20_L3_f025,89.0,-56881.5195,300.0,2,,SA and VNS.csv
VNS,20,4,f025,ttd300_n20_L4_f025,82.0,-48586.3479,300.005,2,,SA and VNS.csv
VNS,20,5,f025,ttd300_n20_L5_f025,90.0,-55473.1357,300.0,2,,SA and VNS.csv
VNS,20,1,f050,ttd300_n20_L1_f050,192.0,-48704.9604,300.0017,2,,SA and VNS.csv
VNS,20,2,f050,ttd300_n20_L2_f050,150.0,-30008.7763,300.0,2,,SA and VNS.csv
VNS,20,3,f050,ttd300_n20_L3_f050,178.0,-41196.6673,300.009,2,,SA and VNS.csv
VNS,20,5,f050,ttd300_n20_L5_f050,180.0,-43046.8091,300.0407,2,,SA and VNS.csv
VNS,20,1,f075,ttd300_n20_L1_f075,288.0,-32908.2537,300.0133,2,,SA and VNS.csv
VNS,20,4,f050,ttd300_n20_L4_f050,164.0,-35214.2866,300.0704,2,,SA and VNS.csv
VNS,20,2,f075,ttd300_n20_L2_f075,224.0,-23628.1266,300.0047,2,,SA and VNS.csv
VNS,20,3,f075,ttd300_n20_L3_f075,268.0,-29807.7086,300.0166,2,,SA and VNS.csv
VNS,20,1,f100,ttd300_n20_L1_f100,384.0,-27599.1875,300.0026,2,,SA and VNS.csv
VNS,20,4,f075,ttd300_n20_L4_f075,246.0,-26449.8208,300.0166,2,,SA and VNS.csv
VNS,20,5,f075,ttd300_n20_L5_f075,270.0,-32898.7142,300.0354,2,,SA and VNS.csv
VNS,20,2,f100,ttd300_n20_L2_f100,299.0,-23615.6057,300.004,2,,SA and VNS.csv
VNS,20,3,f100,ttd300_n20_L3_f100,357.0,-27853.9042,300.0022,2,,SA and VNS.csv
VNS,20,4,f100,ttd300_n20_L4_f100,328.0,-26449.8208,300.0186,2,,SA and VNS.csv
VNS,20,5,f100,ttd300_n20_L5_f100,360.0,-29856.4348,300.0056,2,,SA and VNS.csv
VNS,20,1,f025,ttd300_n20_L1_f025,96.0,-54904.7824,300.0,3,,SA and VNS.csv
VNS,20,2,f025,ttd300_n20_L2_f025,75.0,-40691.1572,300.0,3,,SA and VNS.csv
VNS,20,3,f025,ttd300_n20_L3_f025,89.0,-56881.5195,300.0,3,,SA and VNS.csv
VNS,20,4,f025,ttd300_n20_L4_f025,82.0,-48586.3479,300.0,3,,SA and VNS.csv
VNS,20,5,f025,ttd300_n20_L5_f025,90.0,-55473.1357,300.0,3,,SA and VNS.csv
VNS,20,1,f050,ttd300_n20_L1_f050,192.0,-49060.5145,300.0,3,,SA and VNS.csv
VNS,20,2,f050,ttd300_n20_L2_f050,150.0,-30008.7763,300.0,3,,SA and VNS.csv
VNS,20,3,f050,ttd300_n20_L3_f050,178.0,-41196.6673,300.0178,3,,SA and VNS.csv
VNS,20,1,f075,ttd300_n20_L1_f075,288.0,-32908.2537,300.0119,3,,SA and VNS.csv
VNS,20,4,f050,ttd300_n20_L4_f050,164.0,-35726.9533,300.0462,3,,SA and VNS.csv
VNS,20,2,f075,ttd300_n20_L2_f075,224.0,-23012.4261,300.0,3,,SA and VNS.csv
VNS,20,5,f050,ttd300_n20_L5_f050,180.0,-45064.6558,300.0605,3,,SA and VNS.csv
VNS,20,4,f075,ttd300_n20_L4_f075,246.0,-26449.8208,300.0079,3,,SA and VNS.csv
VNS,20,3,f075,ttd300_n20_L3_f075,268.0,-29807.7086,300.0102,3,,SA and VNS.csv
VNS,20,1,f100,ttd300_n20_L1_f100,384.0,-27599.1875,300.0029,3,,SA and VNS.csv
VNS,20,5,f075,ttd300_n20_L5_f075,270.0,-33232.5669,300.0853,3,,SA and VNS.csv
VNS,20,3,f100,ttd300_n20_L3_f100,357.0,-27853.9042,300.0029,3,,SA and VNS.csv
VNS,20,2,f100,ttd300_n20_L2_f100,299.0,-24217.8678,300.006,3,,SA and VNS.csv
VNS,20,4,f100,ttd300_n20_L4_f100,328.0,-26938.013,300.0203,3,,SA and VNS.csv
VNS,20,5,f100,ttd300_n20_L5_f100,360.0,-29856.4348,300.0072,3,,SA and VNS.csv
VNS,20,1,f025,ttd300_n20_L1_f025,96.0,-54904.7824,300.0,4,,SA and VNS.csv
VNS,20,2,f025,ttd300_n20_L2_f025,75.0,-40691.1572,300.0,4,,SA and VNS.csv
VNS,20,3,f025,ttd300_n20_L3_f025,89.0,-56881.5195,300.0,4,,SA and VNS.csv
VNS,20,4,f025,ttd300_n20_L4_f025,82.0,-48586.3479,300.0,4,,SA and VNS.csv
VNS,20,5,f025,ttd300_n20_L5_f025,90.0,-55473.1357,300.0,4,,SA and VNS.csv
VNS,20,1,f050,ttd300_n20_L1_f050,192.0,-48704.9604,300.0005,4,,SA and VNS.csv
VNS,20,3,f050,ttd300_n20_L3_f050,178.0,-41196.6673,300.0171,4,,SA and VNS.csv
VNS,20,2,f050,ttd300_n20_L2_f050,150.0,-30008.7763,300.0817,4,,SA and VNS.csv
VNS,20,5,f050,ttd300_n20_L5_f050,180.0,-43818.6116,300.0092,4,,SA and VNS.csv
VNS,20,4,f050,ttd300_n20_L4_f050,164.0,-35825.5306,300.0683,4,,SA and VNS.csv
VNS,20,2,f075,ttd300_n20_L2_f075,224.0,-22872.2041,300.0068,4,,SA and VNS.csv
VNS,20,1,f075,ttd300_n20_L1_f075,288.0,-32908.2537,300.0384,4,,SA and VNS.csv
VNS,20,3,f075,ttd300_n20_L3_f075,268.0,-29807.7086,300.0507,4,,SA and VNS.csv
VNS,20,4,f075,ttd300_n20_L4_f075,246.0,-26449.8208,300.0213,4,,SA and VNS.csv
VNS,20,5,f075,ttd300_n20_L5_f075,270.0,-33232.5669,300.0023,4,,SA and VNS.csv
VNS,20,1,f100,ttd300_n20_L1_f100,384.0,-27953.0771,300.0008,4,,SA and VNS.csv
VNS,20,2,f100,ttd300_n20_L2_f100,299.0,-23615.6057,300.0138,4,,SA and VNS.csv
VNS,20,3,f100,ttd300_n20_L3_f100,357.0,-27853.9042,300.001,4,,SA and VNS.csv
VNS,20,4,f100,ttd300_n20_L4_f100,328.0,-28199.5179,300.0093,4,,SA and VNS.csv
VNS,20,5,f100,ttd300_n20_L5_f100,360.0,-29565.0877,300.0086,4,,SA and VNS.csv
VNS,30,2,f025,ttd300_n30_L2_f025,93.0,-42801.8218,450.013,1,,SA and VNS.csv
SA,30,2,f025,ttd300_n30_L2_f025,93.0,-42865.0273,450.0423,1,,SA and VNS.csv
VNS,30,1,f025,ttd300_n30_L1_f025,94.0,-54242.1201,450.2109,1,,SA and VNS.csv
SA,30,1,f025,ttd300_n30_L1_f025,94.0,-52773.6726,450.2802,1,,SA and VNS.csv
VNS,30,3,f025,ttd300_n30_L3_f025,80.0,-48399.0429,450.0397,1,,SA and VNS.csv
SA,30,3,f025,ttd300_n30_L3_f025,80.0,-48249.3926,450.1617,1,,SA and VNS.csv
SA,30,4,f025,ttd300_n30_L4_f025,87.0,-49102.4367,450.0377,1,,SA and VNS.csv
VNS,30,4,f025,ttd300_n30_L4_f025,87.0,-49102.4367,450.0,1,,SA and VNS.csv
SA,30,1,f050,ttd300_n30_L1_f050,187.0,-36714.6248,450.0174,1,,SA and VNS.csv
VNS,30,1,f050,ttd300_n30_L1_f050,187.0,-40166.1362,450.0435,1,,SA and VNS.csv
VNS,30,5,f025,ttd300_n30_L5_f025,83.0,-44665.0907,450.0801,1,,SA and VNS.csv
SA,30,5,f025,ttd300_n30_L5_f025,83.0,-45883.1403,450.2685,1,,SA and VNS.csv
SA,30,2,f050,ttd300_n30_L2_f050,186.0,-37442.4179,450.023,1,,SA and VNS.csv
SA,30,3,f050,ttd300_n30_L3_f050,160.0,-30954.0728,450.0165,1,,SA and VNS.csv
VNS,30,2,f050,ttd300_n30_L2_f050,186.0,-38994.0658,450.0226,1,,SA and VNS.csv
VNS,30,3,f050,ttd300_n30_L3_f050,160.0,-32329.9875,450.0089,1,,SA and VNS.csv
SA,30,4,f050,ttd300_n30_L4_f050,174.0,-33759.3046,450.0169,1,,SA and VNS.csv
VNS,30,4,f050,ttd300_n30_L4_f050,174.0,-36131.9701,450.009,1,,SA and VNS.csv
SA,30,5,f050,ttd300_n30_L5_f050,166.0,-32373.5527,450.0186,1,,SA and VNS.csv
VNS,30,5,f050,ttd300_n30_L5_f050,166.0,-33175.2037,450.0,1,,SA and VNS.csv
VNS,30,2,f075,ttd300_n30_L2_f075,279.0,-36711.6916,450.0087,1,,SA and VNS.csv
VNS,30,1,f075,ttd300_n30_L1_f075,280.0,-32132.968,450.0901,1,,SA and VNS.csv
SA,30,1,f075,ttd300_n30_L1_f075,280.0,-30403.5404,450.2172,1,,SA and VNS.csv
SA,30,2,f075,ttd300_n30_L2_f075,279.0,-35664.574,450.2008,1,,SA and VNS.csv
VNS,30,3,f075,ttd300_n30_L3_f075,241.0,-27369.8642,450.0093,1,,SA and VNS.csv
VNS,30,4,f075,ttd300_n30_L4_f075,260.0,-28774.0203,450.0,1,,SA and VNS.csv
SA,30,4,f075,ttd300_n30_L4_f075,260.0,-30422.8542,450.2578,1,,SA and VNS.csv
SA,30,3,f075,ttd300_n30_L3_f075,241.0,-25540.5289,450.6871,1,,SA and VNS.csv
SA,30,5,f075,ttd300_n30_L5_f075,248.0,-31343.8556,450.0728,1,,SA and VNS.csv
VNS,30,5,f075,ttd300_n30_L5_f075,248.0,-32345.1388,450.0564,1,,SA and VNS.csv
SA,30,1,f100,ttd300_n30_L1_f100,374.0,-29843.0387,450.0166,1,,SA and VNS.csv
VNS,30,1,f100,ttd300_n30_L1_f100,374.0,-30555.9395,450.0198,1,,SA and VNS.csv
VNS,30,2,f100,ttd300_n30_L2_f100,372.0,-35887.3978,450.1123,1,,SA and VNS.csv
SA,30,2,f100,ttd300_n30_L2_f100,372.0,-33902.9446,450.2662,1,,SA and VNS.csv
SA,30,3,f100,ttd300_n30_L3_f100,321.0,-27689.9477,450.2665,1,,SA and VNS.csv
VNS,30,3,f100,ttd300_n30_L3_f100,321.0,-29377.4418,450.1773,1,,SA and VNS.csv
VNS,30,4,f100,ttd300_n30_L4_f100,347.0,-31711.2158,450.0102,1,,SA and VNS.csv
SA,30,5,f100,ttd300_n30_L5_f100,331.0,-29091.9837,450.0185,1,,SA and VNS.csv
VNS,30,5,f100,ttd300_n30_L5_f100,331.0,-31700.7576,450.0951,1,,SA and VNS.csv
SA,30,4,f100,ttd300_n30_L4_f100,347.0,-28656.1039,450.7592,1,,SA and VNS.csv
VNS,30,1,f025,ttd300_n30_L1_f025,94.0,-52332.7778,450.0171,2,,SA and VNS.csv
SA,30,1,f025,ttd300_n30_L1_f025,94.0,-52631.4297,450.5051,2,,SA and VNS.csv
SA,30,2,f025,ttd300_n30_L2_f025,93.0,-42801.8218,450.0405,2,,SA and VNS.csv
VNS,30,2,f025,ttd300_n30_L2_f025,93.0,-44862.6079,450.0402,2,,SA and VNS.csv
SA,30,3,f025,ttd300_n30_L3_f025,80.0,-48249.3926,450.1683,2,,SA and VNS.csv
VNS,30,3,f025,ttd300_n30_L3_f025,80.0,-48399.0429,450.0,2,,SA and VNS.csv
SA,30,4,f025,ttd300_n30_L4_f025,87.0,-49447.4926,450.0281,2,,SA and VNS.csv
VNS,30,4,f025,ttd300_n30_L4_f025,87.0,-49447.4926,450.0,2,,SA and VNS.csv
VNS,30,5,f025,ttd300_n30_L5_f025,83.0,-44665.0907,450.0,2,,SA and VNS.csv
SA,30,1,f050,ttd300_n30_L1_f050,187.0,-36856.7859,450.016,2,,SA and VNS.csv
VNS,30,1,f050,ttd300_n30_L1_f050,187.0,-37469.6486,450.0,2,,SA and VNS.csv
SA,30,5,f025,ttd300_n30_L5_f025,83.0,-45751.5127,450.2589,2,,SA and VNS.csv
SA,30,2,f050,ttd300_n30_L2_f050,186.0,-38546.5862,450.0166,2,,SA and VNS.csv
VNS,30,2,f050,ttd300_n30_L2_f050,186.0,-39233.0877,450.0,2,,SA and VNS.csv
SA,30,3,f050,ttd300_n30_L3_f050,160.0,-31718.4363,450.0178,2,,SA and VNS.csv
VNS,30,3,f050,ttd300_n30_L3_f050,160.0,-31073.8309,450.026,2,,SA and VNS.csv
SA,30,4,f050,ttd300_n30_L4_f050,174.0,-34430.7005,450.0483,2,,SA and VNS.csv
VNS,30,4,f050,ttd300_n30_L4_f050,174.0,-35814.0982,450.0169,2,,SA and VNS.csv
VNS,30,5,f050,ttd300_n30_L5_f050,166.0,-34294.6565,450.0001,2,,SA and VNS.csv
SA,30,5,f050,ttd300_n30_L5_f050,166.0,-33046.4685,450.0327,2,,SA and VNS.csv
VNS,30,1,f075,ttd300_n30_L1_f075,280.0,-32158.8295,450.0129,2,,SA and VNS.csv
VNS,30,2,f075,ttd300_n30_L2_f075,279.0,-36206.6379,450.0754,2,,SA and VNS.csv
SA,30,2,f075,ttd300_n30_L2_f075,279.0,-34597.4849,450.3472,2,,SA and VNS.csv
SA,30,1,f075,ttd300_n30_L1_f075,280.0,-30764.1108,450.8123,2,,SA and VNS.csv
VNS,30,3,f075,ttd300_n30_L3_f075,241.0,-30049.8887,450.0099,2,,SA and VNS.csv
SA,30,3,f075,ttd300_n30_L3_f075,241.0,-26322.466,450.4088,2,,SA and VNS.csv
SA,30,4,f075,ttd300_n30_L4_f075,260.0,-28140.4541,450.21,2,,SA and VNS.csv
VNS,30,4,f075,ttd300_n30_L4_f075,260.0,-28572.1382,450.0152,2,,SA and VNS.csv
VNS,30,5,f075,ttd300_n30_L5_f075,248.0,-32345.1388,450.0534,2,,SA and VNS.csv
SA,30,5,f075,ttd300_n30_L5_f075,248.0,-29504.7082,450.4452,2,,SA and VNS.csv
SA,30,1,f100,ttd300_n30_L1_f100,374.0,-30000.9587,450.018,2,,SA and VNS.csv
VNS,30,1,f100,ttd300_n30_L1_f100,374.0,-28563.0648,450.0,2,,SA and VNS.csv
VNS,30,2,f100,ttd300_n30_L2_f100,372.0,-36724.2585,450.0,2,,SA and VNS.csv
SA,30,2,f100,ttd300_n30_L2_f100,372.0,-34409.9479,450.2466,2,,SA and VNS.csv
VNS,30,3,f100,ttd300_n30_L3_f100,321.0,-37923.5889,450.0744,2,,SA and VNS.csv
SA,30,3,f100,ttd300_n30_L3_f100,321.0,-28224.3281,450.871,2,,SA and VNS.csv
VNS,30,4,f100,ttd300_n30_L4_f100,347.0,-29867.6375,450.0125,2,,SA and VNS.csv
SA,30,5,f100,ttd300_n30_L5_f100,331.0,-30970.7021,450.1602,2,,SA and VNS.csv
SA,30,4,f100,ttd300_n30_L4_f100,347.0,-28194.5849,450.7406,2,,SA and VNS.csv
VNS,30,5,f100,ttd300_n30_L5_f100,331.0,-34431.8126,450.0,2,,SA and VNS.csv
SA,30,1,f025,ttd300_n30_L1_f025,94.0,-53330.2638,450.0257,3,,SA and VNS.csv
VNS,30,1,f025,ttd300_n30_L1_f025,94.0,-54242.1201,450.0561,3,,SA and VNS.csv
SA,30,2,f025,ttd300_n30_L2_f025,93.0,-42801.8218,450.0406,3,,SA and VNS.csv
VNS,30,2,f025,ttd300_n30_L2_f025,93.0,-44862.6079,450.0003,3,,SA and VNS.csv
SA,30,3,f025,ttd300_n30_L3_f025,80.0,-48249.3926,450.1589,3,,SA and VNS.csv
VNS,30,3,f025,ttd300_n30_L3_f025,80.0,-48763.3614,450.0035,3,,SA and VNS.csv
SA,30,4,f025,ttd300_n30_L4_f025,87.0,-49210.9518,450.0225,3,,SA and VNS.csv
VNS,30,4,f025,ttd300_n30_L4_f025,87.0,-49102.4367,450.0017,3,,SA and VNS.csv
VNS,30,5,f025,ttd300_n30_L5_f025,83.0,-44665.0907,450.1275,3,,SA and VNS.csv
SA,30,5,f025,ttd300_n30_L5_f025,83.0,-44766.7324,450.2639,3,,SA and VNS.csv
SA,30,1,f050,ttd300_n30_L1_f050,187.0,-35227.0582,450.0171,3,,SA and VNS.csv
VNS,30,1,f050,ttd300_n30_L1_f050,187.0,-41275.4569,450.0014,3,,SA and VNS.csv
SA,30,2,f050,ttd300_n30_L2_f050,186.0,-37994.161,450.0182,3,,SA and VNS.csv
VNS,30,2,f050,ttd300_n30_L2_f050,186.0,-37836.8522,450.0135,3,,SA and VNS.csv
SA,30,3,f050,ttd300_n30_L3_f050,160.0,-31713.6407,450.0169,3,,SA and VNS.csv
VNS,30,3,f050,ttd300_n30_L3_f050,160.0,-31073.8309,450.0,3,,SA and VNS.csv
SA,30,4,f050,ttd300_n30_L4_f050,174.0,-33930.1552,450.0302,3,,SA and VNS.csv
VNS,30,4,f050,ttd300_n30_L4_f050,174.0,-35176.961,450.0062,3,,SA and VNS.csv
SA,30,5,f050,ttd300_n30_L5_f050,166.0,-33594.3774,450.0274,3,,SA and VNS.csv
VNS,30,5,f050,ttd300_n30_L5_f050,166.0,-34666.2402,450.0,3,,SA and VNS.csv
VNS,30,1,f075,ttd300_n30_L1_f075,280.0,-32882.6368,450.1688,3,,SA and VNS.csv
VNS,30,2,f075,ttd300_n30_L2_f075,279.0,-37878.0474,450.0399,3,,SA and VNS.csv
SA,30,2,f075,ttd300_n30_L2_f075,279.0,-34362.5823,450.8708,3,,SA and VNS.csv
SA,30,1,f075,ttd300_n30_L1_f075,280.0,-29357.515,451.179,3,,SA and VNS.csv
VNS,30,3,f075,ttd300_n30_L3_f075,241.0,-26525.3418,450.0151,3,,SA and VNS.csv
SA,30,3,f075,ttd300_n30_L3_f075,241.0,-27470.9024,450.6009,3,,SA and VNS.csv
VNS,30,4,f075,ttd300_n30_L4_f075,260.0,-28572.1382,450.0075,3,,SA and VNS.csv
SA,30,4,f075,ttd300_n30_L4_f075,260.0,-27375.5934,450.1187,3,,SA and VNS.csv
SA,30,5,f075,ttd300_n30_L5_f075,248.0,-31219.1044,450.1037,3,,SA and VNS.csv
VNS,30,5,f075,ttd300_n30_L5_f075,248.0,-34082.828,450.0,3,,SA and VNS.csv
VNS,30,1,f100,ttd300_n30_L1_f100,374.0,-29094.864,450.037,3,,SA and VNS.csv
SA,30,1,f100,ttd300_n30_L1_f100,374.0,-30062.0553,450.4412,3,,SA and VNS.csv
SA,30,2,f100,ttd300_n30_L2_f100,372.0,-33962.2045,450.2721,3,,SA and VNS.csv
VNS,30,2,f100,ttd300_n30_L2_f100,372.0,-38499.0987,450.0762,3,,SA and VNS.csv
SA,30,3,f100,ttd300_n30_L3_f100,321.0,-27030.9498,450.1983,3,,SA and VNS.csv
VNS,30,3,f100,ttd300_n30_L3_f100,321.0,-28055.7653,450.0,3,,SA and VNS.csv
VNS,30,4,f100,ttd300_n30_L4_f100,347.0,-30039.7083,450.0,3,,SA and VNS.csv
SA,30,4,f100,ttd300_n30_L4_f100,347.0,-28640.2689,450.41,3,,SA and VNS.csv
VNS,30,5,f100,ttd300_n30_L5_f100,331.0,-30905.7834,450.0049,3,,SA and VNS.csv
SA,30,5,f100,ttd300_n30_L5_f100,331.0,-31059.4414,450.3279,3,,SA and VNS.csv
SA,30,1,f025,ttd300_n30_L1_f025,94.0,-53082.7127,450.0236,4,,SA and VNS.csv
VNS,30,1,f025,ttd300_n30_L1_f025,94.0,-54367.252,450.1649,4,,SA and VNS.csv
SA,30,2,f025,ttd300_n30_L2_f025,93.0,-42801.8218,450.0409,4,,SA and VNS.csv
